,A,B,C
509,ENTY,other," What household facility contains a float ball , ballcock , and overflow tube ?"
510,ENTY,animal, What was the name of Betty Boop 's dog ?
511,NUM,perc, What fraction of a beaver 's life is spent swimming ?
512,ENTY,substance, What was the Bridge of San Luis Rey made of ?
513,DESC,desc, What do economists do ?
514,LOC,country, What country has the largest sheep population ?
515,DESC,desc," What do I need to do to take my dog with me to live in Dominica , West Indies for a year ?"
516,LOC,country, What country is the world 's largest importer of cognac ?
517,NUM,count, How many years is Johnnie Walker Black Label aged ?
518,ABBR,exp, What does SIDS stand for ?
519,ENTY,other, What is Grenada 's main commodity export ?
520,NUM,money," How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?"
521,DESC,reason, What makes a clitoris sensitive ?
522,LOC,country," What country has the most time zones , with 11 ?"
523,ENTY,other, What `` magic '' does Mandrake employ ?
524,HUM,ind, Who is the president of Stanford University ?
525,HUM,ind, Whose first presidential order was 
526,ENTY,other," What was introduced commercially by Bayer A.G. of Leverkusen , in 1899 ?"
527,LOC,city, What city is Logan Airport in ?
528,DESC,def, What is a nanometer ?
529,NUM,count, How many innings are there in a regulation softball game ?
530,NUM,date, When did CNN go on the air ?
531,LOC,city, What is the largest city on the Great Lakes ?
532,NUM,code, What is the telephone number for the University of Kentucky ?
533,HUM,ind, Who invented baseball ?
534,NUM,count, How many wives did Brigham Young have ?
535,ENTY,product, What product on the market is good for hiding facial scars ?
536,NUM,dist, How long is the Coney Island boardwalk ?
537,LOC,city, What city gained renown for its pea-soup fogs ?
538,DESC,def, What does `` Janelle '' mean ?
539,DESC,manner, How do I get another city 's newspaper ?
540,ENTY,cremat, Name a movie about the Sioux Indians starring Kevin Costner .
541,HUM,ind," Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?"
542,DESC,desc, What are the distinct physical characterstics of the Arabian horse ?
543,ENTY,dismed, What is a fear of thunder ?
544,ENTY,animal, What animal has killed the most people ?
545,NUM,count, How many colleges are in Wyoming ?
546,LOC,city, What Russian seaport has a name meaning `` Lord of the East '' ?
547,LOC,other, Where can stocks be traded on-line ?
548,NUM,date, When was the Battle of Hastings ?
549,ENTY,other, What kind of file has the extension .dbf ?
550,NUM,date, When did Muhammad live ?
551,ENTY,termeq," What then-derogatory term was applied to the painters Monet , Sisley , Pissarro , Renoir and Degas ?"
552,DESC,def, What is a wop ?
553,DESC,desc, Where do rocks come from ?
554,DESC,manner, How do I stop background noise in a car stereo ?
555,LOC,mount, Where do people mountain climb in Nepal ?
556,HUM,gr, What is the best college in the country ?
557,DESC,def, What is viscosity ?
558,ENTY,cremat, What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?
559,LOC,country, What are the Nordic nations ?
560,LOC,other, Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?
561,LOC,state, What U.S. state borders Illinois to the north ?
562,ENTY,cremat, Name a film in which Jude Law acted .
563,NUM,temp, What is the temperature for baking Peachy Oat Muffins ?
564,ENTY,dismed, What is a fear of bees ?
565,ENTY,cremat, What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?
566,DESC,def, What is a green bog ?
567,LOC,other, Where did the myth of Santa Claus originate ?
568,ENTY,other, What does a chairbound basophobic fear ?
569,LOC,city, What city is served by Logan International Airport ?
570,HUM,ind, What wrestling star became `` The Incredible Hulk '' ?
571,LOC,other, What attracts tourists to Reims ?
572,ENTY,sport, What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?
573,ENTY,other, What fastener did Whitcomb Judson patent in 1893 ?
574,DESC,def, What 's an auberge in France ?
575,HUM,ind, Who was the star of the 1965 Broadway hit Golden Boy ?
576,LOC,other, Where is Procter & Gamble based in the U.S. ?
577,HUM,gr, What army was founded by William Booth and his wife Catherine ?
578,ENTY,substance, What does ribavirin consist of ?
579,ENTY,food, Name the soft drink that is `` number one in the sun . ''
580,LOC,other, What is the web address of the list of e-mail addresses of members of the House of Representatives ?
581,HUM,ind, What was her real name ?
582,DESC,reason, Why are the ears your center of balance ?
583,HUM,ind, Who invented the toothbrush ?
584,ENTY,cremat, What was the name of that popular song the Creeps sang ?
585,LOC,other, Where is the Abominable Snowman said to wander ?
586,ENTY,dismed, What is a fear of being alone ?
587,NUM,count, How many dots make up the symbol for `` because '' ?
588,ENTY,food, What do you get by adding Lactobacillus bulgaricus to milk ?
589,ABBR,exp," When reading classified ads , what does EENTY "
590,NUM,count, How many hearts does an octopus have ?
591,ENTY,plant, What plant has the largest seed ?
592,LOC,country, What was the only country you were allowed to drive into Israel from in 1979 ?
593,ENTY,other, What 's approaching when a cyclist shouts 
594,HUM,ind," What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?"
595,ENTY,sport, What kind of sport is often associated with hooligans ?
596,HUM,ind, What video game hero do some of his fans call Chomper ?
597,NUM,count, How many holes are there in a tenpin bowling ball ?
598,ENTY,word, What is the longest word in the English language ?
599,LOC,other, In What city or state do the most gay men live in ?
600,HUM,ind," What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?"
601,ENTY,animal, What is `` the bear of beers '' ?
602,ENTY,other, Name the operating system that runs on IBM-compatible machines .
603,DESC,def, What does the name `` Justin '' mean ?
604,NUM,perc, What percentage of the body is muscle ?
605,ENTY,color, What color of dry wine should be served with veal roasts and chops ?
606,ENTY,substance, What is a golf ball made of ?
607,DESC,def, What is the Amish religion ?
608,NUM,money, What does an average daycare provider get paid in New England ?
609,HUM,gr, What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?
610,HUM,ind, Who played the Ringo Kid in the 1939 film Stagecoach ?
611,HUM,ind, Who died 1 feet from where John F. Kennedy did ?
612,DESC,def, What is the `` coppertop '' battery ?
613,ENTY,symbol, What sign is The Water Carrier the zodiacal symbol for ?
614,ENTY,animal, What animals do you find in the stock market ?
615,DESC,def, What is color ?
616,NUM,date, When is the site www.questions.com going to open ?
617,ENTY,cremat, What did Shostakovich write for Rostropovich ?
618,HUM,ind, What first name was Nipsy Russell given at birth ?
619,DESC,manner, How can I get some free technical information on Electric Vehicle ?
620,HUM,ind, Who is the youngest of the Beatles ?
621,DESC,manner, How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?
622,DESC,def, What is a Jellicle Cat ?
623,LOC,other, Where can I find the best free evidence for debate about Russia ?
624,LOC,other, What is Bill Gates of Microsoft E-mail address ?
625,ENTY,substance, What is the second hardest substance ?
626,DESC,reason, Why did several San Diego schools stop serving apples to students ?
627,LOC,city, What Russian city boasts the Hermitage Museum ?
628,NUM,date, When is Bastille Day ?
629,DESC,reason, What makes a tornado turn ?
630,NUM,count, How many shots can a stock M16 hold ?
631,ENTY,color, What two colors are you blind to if you suffer from protanopia ?
632,DESC,reason, Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?
633,HUM,desc, Who is Coronado ?
634,ENTY,cremat, What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?
635,DESC,def, What is artificial intelligence ?
636,ENTY,food, What do flatfish eat ?
637,HUM,ind, Who was the first Holy Roman Emperor ?
638,ENTY,other, What can I use to remove the stubborn gummed labels from some diskettes ?
639,NUM,date, What day of the week sees the most fatal car accidents ?
640,DESC,desc," What is the origin of the word , magic ?"
641,ENTY,sport, What sport do you shag flies in ?
642,DESC,def, What is white chocolate ?
643,LOC,other, Where is Trinidad ?
644,HUM,gr, Name the organization that is presided by a Security Council .
645,HUM,ind," Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?"
646,ENTY,food, What kind of wine is Spumante ?
647,HUM,ind, Who portrayed portly criminologist Carl Hyatt on Checkmate ?
648,ENTY,termeq, How do you say I love you in Spanish ?
649,DESC,def, What does the name Gina mean ?
650,ENTY,product, What is the most advanced handheld calculator in the world ?
651,NUM,speed, How fast is light ?
652,ENTY,termeq, What is the belt of low pressure around the equator called ?
653,DESC,def, What are shooting stars ?
654,HUM,gr, Whom did the Chicago Bulls beat in the 1993 championship ?
655,NUM,date, When was the first American encyclopedia published ?
656,LOC,other, What 's the tallest building in New York City ?
657,DESC,manner, How is Easter Sunday 's date determined ?
658,DESC,desc, What is the Motto for the State of Maryland ?
659,HUM,desc, Who is Desmond Tutu ?
660,LOC,other, Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?
661,ENTY,animal, Name a tiger that is extinct .
662,NUM,count, How many quarters equal a pound ?
663,ENTY,cremat, What kind of books does Fodor 's publish ?
664,HUM,ind," What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?"
665,NUM,ord, What chapter of the Bible has the most verses ?
666,HUM,ind, Who is the worst US President ever ?
667,HUM,ind, What Asian leader was known as The Little Brown Saint ?
668,ABBR,abb, What is the abbreviated expression for the National Bureau of Investigation ?
669,NUM,speed, How fast does the fastest car go ?
670,LOC,mount, What is the highest mountain in the world ?
671,LOC,other, What arch can you see from the Place de la Concorde ?
672,HUM,ind, Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?
673,NUM,period, How long should a person wash their hands before they are clean ?
674,LOC,other, Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?
675,LOC,country, Which is the wealthiest country in the world ?
676,DESC,manner, How can I find a phone number of someone if I only know their email address ?
677,DESC,manner, How can you contact play producers and promoters on-line ?
678,HUM,ind, Who is the monarch of the United Kingdom ?
679,ENTY,dismed, What is a fear of passing high objects ?
680,DESC,desc, What do players try to do when the music stops in a game of musical chairs ?
681,HUM,ind, What are the top ten most common girl names in the US ?
682,DESC,reason, Why is black the color of mourning in the West ?
683,ENTY,other, What is the rarest coin ?
684,ENTY,cremat, What Judith Rossner novel was made into a film starring Diane Keaton ?
685,LOC,country, Which country is Australia 's largest export market ?
686,LOC,other, Where is the Kentucky Horse Park located ?
687,ENTY,dismed, What is a fear of parasites ?
688,ENTY,sport, In what Olympic Games did Nadia Comaneci become popular ?
689,HUM,ind, Who does data collection in tourism ?
690,HUM,ind, What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?
691,LOC,state, What is the leading pecan and peanut growing state ?
692,DESC,desc, What does a nihilist believe in ?
693,DESC,desc, What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?
694,ENTY,sport, In what sport are these following numbers relevant 
695,HUM,ind, Who were the four famous founders of United Artists ?
696,ENTY,cremat, What 2 statues did France give to other countries ?
697,DESC,def, What are amphibians ?
698,NUM,count, How many sperm cells are in an average ejaculation ?
699,ENTY,product, Name the disposable razor that `` costs about 19 cents . ''
