,A,B,C
364,ENTY,other,"[what, gaming, devices, were, dubbed, ``, mississippi, marbles, '', and, ``, memphis, dominoes, '', ?]"
365,HUM,ind,"[who, was, the, first, coach, of, the, cleveland, browns, ?]"
366,DESC,manner,"[how, successful, is, arometherapy, ?]"
367,ENTY,event,"[what, jewish, holiday, saw, the, start, of, the, 1973, mideast, war, ?]"
368,DESC,manner,"[how, does, a, copier, work, ?]"
369,NUM,speed,"[what, is, the, speed, of, the, mississippi, river, ?]"
370,HUM,ind,"[who, said, of, super, bowl, iii, in, 1969]"
371,ENTY,animal,"[what, is, dudley, do-right, 's, horse, 's, name, ?]"
372,HUM,ind,"[who, declared]"
373,LOC,other,"[where, does, chocolate, come, from, ?]"
374,ENTY,cremat,"[what, tv, game, show, once, saw, a, contestant, admit, to, picking, his, toes, in, the, shower, ?]"
375,HUM,ind,"[what, soviet, leader, owned, a, rolls-royce, ?]"
376,LOC,other,"[where, can, i, find, a, case, on, individuals, with, disabilities, education, act, of, 1991, ?]"
377,ENTY,event,"[what, war, did, florence, nightingale, tend, the, troops, in, ?]"
378,HUM,ind,"[who, wrote, the, song, ,, ``, stardust, '', ?]"
379,NUM,count,"[how, many, beatles, ', records, went, #1, ?]"
380,HUM,ind,"[who, is, the, only, prime, minister, of, canada, to, serve, 22, years, but, not, necessarily, consecutively, ?]"
381,ABBR,abb,"[what, is, the, abbreviation, of, the, company, name, `, general, motors, ', ?]"
382,LOC,mount,"[what, mountains, lie, between, the, arkansas, and, missouri, rivers, ?]"
383,HUM,ind,"[who, received, the, will, rogers, award, in, 1989, ?]"
384,DESC,reason,"[what, is, the, function, of, ram, ?]"
385,LOC,other,"[what, 's, the, closest, g2, spectrum, yellow, dwarf, to, earth, ?]"
386,NUM,count,"[how, many, equal, angles, are, there, in, an, isosceles, triangle, ?]"
387,ENTY,dismed,"[what, is, the, fear, of, cockroaches, called, ?]"
388,ENTY,cremat,"[what, cbs, soap, opera, was, interrupted, by, the, bulletin, of, john, f., kennedy, 's, assassination, ?]"
389,DESC,desc,"[what, is, the, use, of, a, 24-hour, clock, instead, of, a, 12-hour, clock, ?]"
390,HUM,ind,"[what, was, the, name, of, the, lawyer, who, represented, randy, craft, ?]"
391,HUM,ind,"[what, united, states, president, had, dreamed, that, he, was, assassinated, ?]"
392,ENTY,cremat,"[what, film, did, lee, marvin, win, the, 1965, best, actor, oscar, for, ?]"
393,LOC,other,"[where, is, basque, country, located, ?]"
394,ENTY,product,"[what, product, does, ``, mrs., olsen, '', promote, ?]"
395,NUM,date,"[what, time, of, day, did, emperor, hirohito, die, ?]"
396,DESC,def,"[what, is, dry, ice, ?]"
397,ENTY,other,"[what, 's, the, most, powerful, card, in, euchre, ?]"
398,DESC,def,"[what, does, ``, intractable, plantar, keratoma, '', mean, ?]"
399,NUM,count,"[how, many, years, did, it, take, james, joyce, to, write, ulysses, ?]"
400,ENTY,food,"[what, crop, failure, caused, the, irish, famine, ?]"
401,LOC,city,"[what, south, korean, city, is, served, by, kimpo, international, airport, ?]"
402,NUM,count,"[how, many, types, of, dogs, ', tails, are, there, -, three]"
403,ENTY,cremat,"[what, is, the, longest-running, television, series, ?]"
404,ENTY,animal,"[what, predators, exist, on, antarctica, ?]"
405,DESC,desc,"[what, is, the, difference, between, a, generator, and, an, alternator, ?]"
406,DESC,manner,"[how, is, energy, created, ?]"
407,ENTY,food,"[what, beer, advertised, that, it, had, ``, three, rings, '', ?]"
408,NUM,other,"[what, is, the, quantity, of, american, soldiers, still, unaccounted, for, from, the, vietnam, war, ?]"
409,ENTY,techmeth,"[what, golfing, accessory, was, patented, by, george, grant, on, december, 12]"
410,ENTY,other,"[what, are, the, different, types, of, plastic, ?]"
411,DESC,manner,"[how, is, it, correct, to, say, `, qigong, ', ?]"
412,LOC,mount,"[what, was, the, highest, mountain, on, earth, before, mount, everest, was, discovered, ?]"
413,LOC,other,"[where, was, the, ligurian, republic, ,, 1797-185, ,, ?]"
414,LOC,country,"[what, country, 's, people, are, the, top, television, watchers, ?]"
415,NUM,date,"[when, was, the, women, 's, suffrage, amendment, ratified, ?]"
416,HUM,gr,"[what, polynesian, people, inhabit, new, zealand, ?]"
417,ENTY,cremat,"[what, movie, tour, of, the, roman, empire, features, the, admonition]"
418,LOC,city,"[what, nevada, center, has, been, dubbed, the, biggest, little, city, in, the, world, ?]"
419,HUM,ind,"[what, president, lived, at, 219, north, delaware, street, ,, independence, ,, missouri, ?]"
420,DESC,reason,"[give, a, reason, for, american, indians, oftentimes, dropping, out, of, school, .]"
421,LOC,other,"[where, must, a, soccer, goalie, stand, to, be, permitted, to, handle, the, ball, ?]"
422,DESC,desc,"[what, is, the, difference, between, classical, conditioning, and, operant, conditioning, ?]"
423,LOC,state,"[in, what, u.s., state, was, the, first, woman, governor, elected, ?]"
424,DESC,desc,"[what, are, some, interesting, facts, and, information, about, dogsledding, ?]"
425,NUM,date,"[what, year, did, hitler, die, ?]"
426,HUM,ind,"[what, famous, model, was, married, to, billy, joel, ?]"
427,ENTY,animal,"[what, kind, of, animal, is, babar, ?]"
428,DESC,reason,"[what, is, jane, goodall, known, for, ?]"
429,ENTY,other,"[what, killed, bob, marley, ?]"
430,NUM,money,"[how, much, money, are, dumbo, 's, ears, insured, for, ?]"
431,HUM,ind,"[who, danced, into, stardom, with, fred, astaire, in, 1941, 's, you, 'll, never, get, rich, ?]"
432,HUM,desc,"[who, is, stein, eriksen, ?]"
433,DESC,def,"[what, does, the, name, billie, mean, ?]"
434,HUM,ind,"[who, is, the, fastest, swimmer, in, the, world, ?]"
435,LOC,mount,"[what, is, the, highest, peak, in, africa, ?]"
436,LOC,other,"[where, is, procter, &, gamble, headquartered, in, the, u.s., ?]"
437,LOC,other,"[what, desert, has, been, called, the, garden, of, allah, ?]"
438,ENTY,other,"[what, do, bicornate, animals, have, two, of, ?]"
439,DESC,reason,"[what, function, does, a, community, 's, water, tower, serve, ?]"
440,ENTY,dismed,"[what, is, a, fear, of, weakness, ?]"
441,NUM,count,"[how, many, miles, is, it, to, ohio, from, north, carolina, ?]"
442,NUM,count,"[how, much, snow, equals, an, inch, of, rain, ?]"
443,ABBR,exp,"[what, does, g.m.t., stand, for, ?]"
444,DESC,def,"[what, does, inuit, and, eskimo, mean, ?]"
445,ENTY,cremat,"[what, song, served, as, the, closing, theme, of, the, johnny, cash, show, ?]"
446,ENTY,sport,"[what, field, sport, did, dentist, william, beers, promote, and, write, a, standard, book, of, rules, for, ?]"
447,DESC,manner,"[how, do, i, tie, dye, clothes, ?]"
448,NUM,date,"[when, does, the, average, teenager, first, have, intercourse, ?]"
449,DESC,reason,"[why, doesn, 't, www.answers.com, have, any, answers, to, my, questions, ?]"
450,HUM,ind,"[what, actor, 's, autobiography, is, titled, all, my, yesterdays, ?]"
451,HUM,ind,"[what, russian, master, spy, lived, in, the, u.s., under, the, name, emil, goldfus, ?]"
452,LOC,other,"[where, 's, the, 19th, hole, on, a, golf, course, ?]"
453,DESC,reason,"[what, 's, nature, 's, purpose, for, tornadoes, ?]"
454,HUM,ind,"[who, played, the, original, charlie, 's, angels, ?]"
455,LOC,other,"[where, can, i, find, a, person, 's, address, from, a, telephone, number, ?]"
456,ENTY,word,"[what, english, word, comes, from, the, old, french, covrefeu, ,, meaning, cover, fire, ?]"
457,ENTY,instru,"[what, musical, instrument, did, prewitt, play, in, james, jones, 's, from, here, to, eternity, ?]"
458,LOC,other,"[where, did, sarge, steel, get, his, metal, hand, ?]"
459,DESC,reason,"[what, makes, popcorn, pop, ?]"
460,HUM,ind,"[who, wrote, the, night, of, the, iguana, ?]"
461,ENTY,body,"[where, does, your, hair, grow, the, fastest, ?]"
462,LOC,country,"[what, country, did, king, gustav, v, reign, over, from, 197, to, 195, ?]"
463,HUM,ind,"[who, painted, mother, and, child, ?]"
464,NUM,speed,"[what, is, the, speed, of, the, mississippi, river, ?]"
465,LOC,other,"[in, what, area, of, the, world, was, the, six, day, war, fought, ?]"
466,LOC,other,"[what, is, the, brightest, star, visible, from, earth, ?]"
467,ENTY,cremat,"[what, film, marked, robert, redford, 's, directorial, debut, ?]"
468,HUM,ind,"[what, was, mao, 's, second, name, ?]"
469,ENTY,cremat,"[what, film, or, films, has, jude, law, appeared, in, ?]"
470,LOC,other,"[where, do, hyenas, live, ?]"
471,HUM,desc,"[who, is, the, ``, queen, mother, '', ?]"
472,ENTY,lang,"[what, 's, the, most, commonly-spoken, language, in, belgium, ?]"
473,HUM,ind,"[who, has, more, dna, -, a, man, or, a, woman, ?]"
474,DESC,def,"[what, are, maid-rites, ?]"
475,ENTY,cremat,"[what, children, 's, tale, contains, the, line]"
476,HUM,gr,"[what, level, of, government, or, governmental, agency, is, responsible, for, dealing, with, racism, ?]"
477,NUM,count,"[how, many, referees, work, a, soccer, game, ?]"
478,ENTY,food,"[what, cocktail, do, you, concoct, with, whisky, and, sweet, vermouth, ?]"
479,ENTY,termeq,"[how, do, you, say, ``, fresh, '', in, spanish, ?]"
480,DESC,desc,"[what, do, bee, hives, do, in, cranberry, bogs, ?]"
481,DESC,reason,"[what, caused, the, lynmouth, floods, ?]"
482,NUM,date,"[when, is, the, tulip, festival, in, michigan, ?]"
483,HUM,ind,"[who, came, up, with, the, name, ,, el, nino, ?]"
484,ENTY,cremat,"[what, movie, did, madilyn, kahn, star, in, with, gene, wilder, ?]"
485,ENTY,other,"[what, type, of, bridge, is, the, golden, gate, bridge, ?]"
486,HUM,ind,"[what, dictator, has, the, nickname, ``, el, maximo, '', ?]"
487,HUM,gr,"[what, stereo, manufacturer, is, ``, slightly, ahead, of, its, time, '', ?]"
488,LOC,city,"[what, u.s., city, is, the, queen, of, the, pacific, ?]"
489,HUM,ind,"[what, tv, sitcom, character, had, the, maiden, name, ethel, potter, ?]"
490,ENTY,food,"[what, was, the, first, lifesaver, flavor, ?]"
491,HUM,ind,"[who, kept, the, most, famous, diary, in, the, english, language, ?]"
492,LOC,other,"[where, can, i, find, out, the, top, 1, singles, ?]"
493,NUM,count,"[how, many, degrees, cooler, is, the, inside, of, a, cucumber, than, the, air, outside, ?]"
494,HUM,ind,"[what, spanish, artist, painted, crucifixion, ?]"
495,ENTY,cremat,"[what, is, the, jewish, bible, called, ?]"
496,DESC,reason,"[why, is, the, grass, green, ?]"
497,DESC,def,"[what, is, a, firewall, ?]"
498,HUM,ind,"[what, spy, novelist, served, as, moscow, correspondent, for, reuter, and, the, times, of, london, ?]"
499,HUM,gr,"[which, oil, company, almost, picked, a, word, that, meant, ``, stalled, car, '', in, japanese, as, its, new, international, name, ?]"
500,NUM,period,"[how, long, does, it, take, for, spider-man, 's, web, to, evaporate, ?]"
501,HUM,ind,"[who, was, randy, steven, craft, 's, lawyer, ?]"
502,LOC,other,"[what, was, known, as, the, spice, island, ?]"
503,HUM,ind,"[who, was, the, first, host, of, person, to, person, ?]"
504,HUM,ind,"[name, the, ranger, who, was, always, after, yogi, bear, .]"
505,ENTY,other,"[what, deck, of, cards, includes, the, wheel, of, fortune, ,, the, lovers, ,, and, death, ?]"
506,ENTY,other,"[what, does, the, statue, of, liberty, wear, on, her, feet, ?]"
507,HUM,ind,"[who, is, the, superstar, in, rent-a-cars, ?]"
508,LOC,city,"[mccarren, airport, is, located, in, what, city, ?]"
509,ENTY,other,"[what, household, facility, contains, a, float, ball, ,, ballcock, ,, and, overflow, tube, ?]"
510,ENTY,animal,"[what, was, the, name, of, betty, boop, 's, dog, ?]"
511,NUM,perc,"[what, fraction, of, a, beaver, 's, life, is, spent, swimming, ?]"
512,ENTY,substance,"[what, was, the, bridge, of, san, luis, rey, made, of, ?]"
513,DESC,desc,"[what, do, economists, do, ?]"
514,LOC,country,"[what, country, has, the, largest, sheep, population, ?]"
515,DESC,desc,"[what, do, i, need, to, do, to, take, my, dog, with, me, to, live, in, dominica, ,, west, indies, for, a, year, ?]"
516,LOC,country,"[what, country, is, the, world, 's, largest, importer, of, cognac, ?]"
517,NUM,count,"[how, many, years, is, johnnie, walker, black, label, aged, ?]"
518,ABBR,exp,"[what, does, sids, stand, for, ?]"
519,ENTY,other,"[what, is, grenada, 's, main, commodity, export, ?]"
520,NUM,money,"[how, much, would, a, black-and-white, 1-cent, stamp, be, worth, ,, thomas, jefferson, on, it, ,, ?]"
521,DESC,reason,"[what, makes, a, clitoris, sensitive, ?]"
522,LOC,country,"[what, country, has, the, most, time, zones, ,, with, 11, ?]"
523,ENTY,other,"[what, ``, magic, '', does, mandrake, employ, ?]"
524,HUM,ind,"[who, is, the, president, of, stanford, university, ?]"
525,HUM,ind,"[whose, first, presidential, order, was]"
526,ENTY,other,"[what, was, introduced, commercially, by, bayer, a.g., of, leverkusen, ,, in, 1899, ?]"
527,LOC,city,"[what, city, is, logan, airport, in, ?]"
528,DESC,def,"[what, is, a, nanometer, ?]"
529,NUM,count,"[how, many, innings, are, there, in, a, regulation, softball, game, ?]"
530,NUM,date,"[when, did, cnn, go, on, the, air, ?]"
531,LOC,city,"[what, is, the, largest, city, on, the, great, lakes, ?]"
532,NUM,code,"[what, is, the, telephone, number, for, the, university, of, kentucky, ?]"
533,HUM,ind,"[who, invented, baseball, ?]"
534,NUM,count,"[how, many, wives, did, brigham, young, have, ?]"
535,ENTY,product,"[what, product, on, the, market, is, good, for, hiding, facial, scars, ?]"
536,NUM,dist,"[how, long, is, the, coney, island, boardwalk, ?]"
537,LOC,city,"[what, city, gained, renown, for, its, pea-soup, fogs, ?]"
538,DESC,def,"[what, does, ``, janelle, '', mean, ?]"
539,DESC,manner,"[how, do, i, get, another, city, 's, newspaper, ?]"
540,ENTY,cremat,"[name, a, movie, about, the, sioux, indians, starring, kevin, costner, .]"
541,HUM,ind,"[who, was, shot, in, the, back, during, a, poker, game, in, deadwood, ,, the, dakota, territory, ?]"
542,DESC,desc,"[what, are, the, distinct, physical, characterstics, of, the, arabian, horse, ?]"
543,ENTY,dismed,"[what, is, a, fear, of, thunder, ?]"
544,ENTY,animal,"[what, animal, has, killed, the, most, people, ?]"
545,NUM,count,"[how, many, colleges, are, in, wyoming, ?]"
546,LOC,city,"[what, russian, seaport, has, a, name, meaning, ``, lord, of, the, east, '', ?]"
547,LOC,other,"[where, can, stocks, be, traded, on-line, ?]"
548,NUM,date,"[when, was, the, battle, of, hastings, ?]"
549,ENTY,other,"[what, kind, of, file, has, the, extension, .dbf, ?]"
550,NUM,date,"[when, did, muhammad, live, ?]"
551,ENTY,termeq,"[what, then-derogatory, term, was, applied, to, the, painters, monet, ,, sisley, ,, pissarro, ,, renoir, and, degas, ?]"
552,DESC,def,"[what, is, a, wop, ?]"
553,DESC,desc,"[where, do, rocks, come, from, ?]"
554,DESC,manner,"[how, do, i, stop, background, noise, in, a, car, stereo, ?]"
555,LOC,mount,"[where, do, people, mountain, climb, in, nepal, ?]"
556,HUM,gr,"[what, is, the, best, college, in, the, country, ?]"
557,DESC,def,"[what, is, viscosity, ?]"
558,ENTY,cremat,"[what, was, the, name, of, the, sitcom, that, alyssa, milano, starred, in, with, tony, danza, ?]"
559,LOC,country,"[what, are, the, nordic, nations, ?]"
560,LOC,other,"[where, on, the, internet, can, i, get, information, about, the, fifth, amendment, on, the, american, bill, of, rights, ?]"
561,LOC,state,"[what, u.s., state, borders, illinois, to, the, north, ?]"
562,ENTY,cremat,"[name, a, film, in, which, jude, law, acted, .]"
563,NUM,temp,"[what, is, the, temperature, for, baking, peachy, oat, muffins, ?]"
564,ENTY,dismed,"[what, is, a, fear, of, bees, ?]"
565,ENTY,cremat,"[what, vladimir, nabokov, novel, features, professor, humbert, in, love, with, a, 12-year-old, girl, ?]"
566,DESC,def,"[what, is, a, green, bog, ?]"
567,LOC,other,"[where, did, the, myth, of, santa, claus, originate, ?]"
568,ENTY,other,"[what, does, a, chairbound, basophobic, fear, ?]"
569,LOC,city,"[what, city, is, served, by, logan, international, airport, ?]"
570,HUM,ind,"[what, wrestling, star, became, ``, the, incredible, hulk, '', ?]"
571,LOC,other,"[what, attracts, tourists, to, reims, ?]"
572,ENTY,sport,"[what, game, do, steve, mcqueen, and, edward, g., robinson, play, in, the, cincinnati, kid, ?]"
573,ENTY,other,"[what, fastener, did, whitcomb, judson, patent, in, 1893, ?]"
574,DESC,def,"[what, 's, an, auberge, in, france, ?]"
575,HUM,ind,"[who, was, the, star, of, the, 1965, broadway, hit, golden, boy, ?]"
576,LOC,other,"[where, is, procter, &, gamble, based, in, the, u.s., ?]"
577,HUM,gr,"[what, army, was, founded, by, william, booth, and, his, wife, catherine, ?]"
578,ENTY,substance,"[what, does, ribavirin, consist, of, ?]"
579,ENTY,food,"[name, the, soft, drink, that, is, ``, number, one, in, the, sun, ., '']"
580,LOC,other,"[what, is, the, web, address, of, the, list, of, e-mail, addresses, of, members, of, the, house, of, representatives, ?]"
581,HUM,ind,"[what, was, her, real, name, ?]"
582,DESC,reason,"[why, are, the, ears, your, center, of, balance, ?]"
583,HUM,ind,"[who, invented, the, toothbrush, ?]"
584,ENTY,cremat,"[what, was, the, name, of, that, popular, song, the, creeps, sang, ?]"
585,LOC,other,"[where, is, the, abominable, snowman, said, to, wander, ?]"
586,ENTY,dismed,"[what, is, a, fear, of, being, alone, ?]"
587,NUM,count,"[how, many, dots, make, up, the, symbol, for, ``, because, '', ?]"
588,ENTY,food,"[what, do, you, get, by, adding, lactobacillus, bulgaricus, to, milk, ?]"
589,ABBR,exp,"[when, reading, classified, ads, ,, what, does, eenty]"
590,NUM,count,"[how, many, hearts, does, an, octopus, have, ?]"
591,ENTY,plant,"[what, plant, has, the, largest, seed, ?]"
592,LOC,country,"[what, was, the, only, country, you, were, allowed, to, drive, into, israel, from, in, 1979, ?]"
593,ENTY,other,"[what, 's, approaching, when, a, cyclist, shouts]"
594,HUM,ind,"[what, baseball, star, turned, down, a, $1, ,, 000-a-year, contract, because, he, felt, he, had, n't, earned, it, ?]"
595,ENTY,sport,"[what, kind, of, sport, is, often, associated, with, hooligans, ?]"
596,HUM,ind,"[what, video, game, hero, do, some, of, his, fans, call, chomper, ?]"
