A,C,B
DESC, What does the theory of quantum leaps mean in simpler terms ?,1
DESC, What does the word `` meta '' mean ?,1
DESC, What does the word `` opera '' mean ?,1
DESC, What does the word affiant mean ?,1
DESC," What does the word camaro mean , from the GM car the Camaro ?",1
DESC, What does the word terrorism mean ?,1
DESC, What does verdandi mean ?,1
DESC, What effect does LSD have on the brain ?,1
DESC, What effect does a prism have on light ?,1
DESC, What effect does friction have on perpetual motion ?,1
DESC, What effects do nitrates have on the environment ?,1
DESC, What else has the swastika stood for ?,1
DESC, What ever happened to the once popular Yale Lock Company ?,1
DESC," What exactly , specifically does sleep do for you ?",1
DESC, What exactly is radiation ?,1
DESC, What exactly is the purpose of the anteater ?,1
DESC, What excuse did the NATO people give for hitting the Chinese embassy ?,1
DESC, What facial feature did Walt Disney sport that none of Disney 's employees is allowed to ?,1
DESC, What facial feature typically contains about 55 hairs ?,1
DESC, What features of the African elephant are larger than those of the Indian elephant ?,1
DESC, What function does a community 's water tower serve ?,1
DESC, What function does homeostasis have on the existence of an organism ?,1
DESC, What good are mosquitoes ?,1
DESC, What happened during the Blackhawk Indian war of 1832 ?,1
DESC, What happened in dogtown in 1899 to make that year remembered ?,1
DESC, What happened in the Long March ?,1
DESC, What happened in the city of Dogtown in 1899 ?,1
DESC, What happened to Answers.com ?,1
DESC, What happened to Moon Maiden ?,1
DESC, What happened to Pepsi Clear ?,1
DESC, What happened to Phillip Taylor Kramer ?,1
DESC, What happened to Pompeii ?,1
DESC, What happens to the female body with lack of sleep and food ?,1
DESC, What happens to used motor oil ?,1
DESC, What happens when a body part falls asleep ?,1
DESC, What happens when lightning strikes a body of water ?,1
DESC, What have you not let a tennis ball do if you volley ?,1
DESC, What incident caused the canning of a summit conference between Eisenhower and Khrushchev ?,1
DESC, What information can you get me on Fairground Park in St. Louis,1
DESC, What is Archimedes famous for ?,1
DESC, What is Australia Day ?,1
DESC, What is Betsy Ross famous for ?,1
DESC," What is Black Hills , South Dakota most famous for ?",1
DESC, What is Bombay duck ?,1
DESC, What is Boston Kreme ?,1
DESC, What is Butterfield 8 in Butterfield 8 ?,1
DESC, What is Cabarnet Sauvignon ?,1
DESC, What is Candlemas Day ?,1
DESC, What is Colin Powell best known for ?,1
DESC, What is Compaq 's mission statement ?,1
DESC, What is D.B. Cooper known for ?,1
DESC, What is Doegs ?,1
DESC, What is Eagle 's syndrome styloid process ?,1
DESC, What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?,1
DESC, What is Garry Kasparov famous for ?,1
DESC, What is God ?,1
DESC, What is Greek pita ?,1
DESC, What is Head Start ?,1
DESC, What is InterLata Internet service ?,1
DESC, What is Jane Goodall famous for ?,1
DESC, What is Jane Goodall known for ?,1
DESC, What is Java ?,1
DESC, What is June 's birthstone ?,1
DESC, What is La Nina ?,1
DESC, What is Linux ?,1
DESC, What is Margaret Thatcher known for ?,1
DESC, What is Megan 's law ?,1
DESC, What is Nitrox diving ?,1
DESC, What is Occam 's Razor ?,1
DESC, What is Olestra ?,1
DESC, What is Plc ?,1
DESC, What is Remembrance Day all about ?,1
DESC, What is Shalom ?,1
DESC, What is Sinn Fein ?,1
DESC, What is Smartnet ?,1
DESC, What is Spumante ?,1
DESC, What is Srpska Krajina ?,1
DESC, What is Tetrinet ?,1
DESC, What is The Gay Science ?,1
DESC, What is Toulmin logic ?,1
DESC, What is Win Rah ?,1
DESC, What is Zionism ?,1
DESC, What is ` Last Chance for Animals ' ?,1
DESC, What is `` Chicago Hope '' ?,1
DESC, What is `` Nine Inch Nails '' ?,1
DESC, What is `` Vocal Sampling '' ?,1
DESC, What is `` alternative '' anymore ?,1
DESC, What is `` bloodhound '' ?,1
DESC, What is `` cat scratch fever '' ?,1
DESC, What is `` dew point '' ?,1
DESC, What is `` flintknapping '' ?,1
DESC, What is `` snoogans '' ?,1
DESC, What is `` the computer for the rest of us '' ?,1
DESC, What is `` the only cigarette made with no leftovers '' ?,1
DESC, What is `` the washed vodka '' ?,1
DESC, What is a Canada two-penny black ?,1
DESC, What is a Cartesian Diver ?,1
DESC, What is a Certified Nurse Midwife ?,1
DESC, What is a Chinese `` spouting '' bowl ?,1
DESC, What is a Devo hat ?,1
DESC, What is a First World country ?,1
DESC, What is a Guild ?,1
DESC, What is a Jake brake ?,1
DESC, What is a Jellicle Cat ?,1
DESC, What is a Mexican hairless ?,1
DESC, What is a ` borrow pit ' ?,1
DESC, What is a `` False Moon '' ?,1
DESC, What is a `` node '' in computer terms ?,1
DESC, What is a `` repeating voter '' ?,1
DESC, What is a biologist ?,1
DESC, What is a bone marrow transplant ?,1
DESC, What is a bone marrow transplant meant for ?,1
DESC, What is a bourdon tube ?,1
DESC, What is a cake of soap ?,1
DESC, What is a caldera ?,1
DESC, What is a caul ?,1
DESC, What is a common dolphin ?,1
DESC, What is a conifer ?,1
DESC, What is a courier ?,1
DESC, What is a cullion ?,1
DESC, What is a dangling participle ?,1
DESC, What is a dental root canal ?,1
DESC, What is a disaccharide ?,1
DESC, What is a drought ?,1
DESC, What is a firewall ?,1
DESC, What is a gandy dancer ?,1
DESC, What is a gas release event ?,1
DESC, What is a geoscientist ?,1
DESC, What is a glory hole ?,1
DESC, What is a green bog ?,1
DESC, What is a handheld PC ?,1
DESC, What is a heuristic ?,1
DESC, What is a hormone ?,1
DESC, What is a horologist ?,1
DESC, What is a hydrogen bond ?,1
DESC, What is a hyperlink ?,1
DESC, What is a leaky heart valve ?,1
DESC, What is a leper ?,1
DESC, What is a mathematical factor ?,1
DESC, What is a meerkat ?,1
DESC, What is a multiplexer ?,1
DESC, What is a nanometer ?,1
DESC, What is a nematode ?,1
DESC, What is a neurosurgeon ?,1
DESC, What is a person 's socioeconomic position ?,1
DESC, What is a phalanx ?,1
DESC, What is a philanthropist ?,1
DESC, What is a pig in a poke ?,1
DESC, What is a plant supplement ?,1
DESC, What is a portal ?,1
DESC, What is a pyrotechnic display ?,1
DESC, What is a rhomboideus minor ?,1
DESC, What is a serigraph ?,1
DESC, What is a specimen of basidiomycetes ?,1
DESC, What is a storm surge ?,1
DESC, What is a stratocaster ?,1
DESC, What is a swatch ?,1
DESC, What is a tonne ?,1
DESC, What is a transistor ?,1
DESC, What is a turnkey contract ?,1
DESC, What is a urologist ?,1
DESC, What is a virtual IP address ?,2
DESC, What is a wart ?,1
DESC, What is a wet dream ?,1
DESC, What is a wop ?,1
DESC, What is agent orange ?,1
DESC, What is amezaiku ?,1
DESC, What is an Angelus ?,1
DESC, What is an annotated bibliography ?,1
DESC, What is an aortic abdominal aneurysm ?,1
DESC, What is an arab strap ?,1
DESC, What is an aurora ?,1
DESC, What is an auto-commentary ?,1
DESC, What is an ecological niche ?,1
DESC, What is an example of an actual case of using the Fourteenth Amendment ?,1
DESC, What is an isthmus ?,1
DESC, What is an urban legend ?,1
DESC, What is artificial intelligence ?,1
DESC, What is barnstorming ?,1
DESC, What is being done about the millennium bug ?,1
DESC, What is cache memory ?,1
DESC, What is capitalism according to Max Weber ?,1
DESC, What is carpal tunnel syndrome ?,1
DESC, What is chromatology ?,1
DESC, What is color ?,1
DESC, What is commonly considered the fifth sense ?,1
DESC, What is cosmology ?,1
DESC, What is crabgrass ?,1
DESC, What is cunnilingus ?,1
DESC," What is deadrise , nautical , ?",1
DESC, What is deconstructionism ?,1
DESC, What is dew point ?,1
DESC, What is dextropropoxyphen napsylate ?,1
DESC, What is diabetes ?,1
DESC, What is difference between a poster and a print ?,1
DESC, What is different about the red and black fox ?,1
DESC, What is digitalis ?,1
DESC, What is dry ice ?,1
DESC, What is e-commerce ?,2
DESC, What is endometriosis ?,1
DESC, What is ethology ?,1
DESC, What is ethylene ?,1
DESC, What is false consciousness ?,1
DESC, What is federal income tax ?,1
DESC, What is fellatio ?,1
DESC, What is fiber in food ?,1
DESC, What is film noir ?,1
DESC, What is form drag ?,1
DESC, What is goldenseal ?,1
DESC, What is goulash ?,1
DESC, What is graduate school ?,1
DESC, What is gymnophobia ?,1
DESC, What is habeas corpus ?,1
DESC, What is he doing now ?,1
DESC, What is hebephrenia ?,1
DESC, What is home banking ?,1
DESC, What is humidity ?,1
DESC, What is hydroelectricity ?,1
DESC, What is hydrogen ?,1
DESC, What is hyperopia ?,1
DESC, What is hypertext ?,1
DESC, What is hypnotherapy ?,1
DESC, What is idealab ! ?,2
DESC, What is in baby powder and baby lotion that makes it smell the way it does ?,1
DESC, What is infomatics ?,1
DESC, What is it like to experience a near death episode ?,1
DESC, What is leukemia ?,1
DESC, What is limbo ?,1
DESC, What is literary criticism ?,1
DESC, What is lung cancer ?,1
DESC, What is magnetar ?,1
DESC, What is main reason for that electric vehicles can 't be popular nowadays ?,1
DESC, What is making love ?,1
DESC, What is mandibulofacial dysostosis ?,1
DESC, What is meant by `` capital market '' ?,1
DESC, What is meant by blood SED rate ?,1
DESC, What is meant by the term `` yield to maturity '' in reference to bonds ?,1
DESC, What is measured in curies ?,1
DESC, What is molybdenum ?,1
DESC, What is moxie ?,1
DESC, What is multimedia ?,1
DESC, What is narcolepsy ?,1
DESC, What is nuclear proliferation ?,1
DESC, What is object-oriented design ?,2
DESC, What is office automation ?,1
DESC, What is osmosis ?,1
DESC, What is osteichthyes ?,1
DESC, What is ouzo ?,1
DESC, What is pandoro ?,1
DESC, What is paracetamol ?,1
DESC, What is pasta ?,1
DESC, What is platinum ?,1
DESC, What is porphyria ?,1
DESC, What is power steering ?,1
DESC, What is prepared mustard ?,1
DESC, What is probability theory ?,1
DESC, What is proposition 98 about ?,1
DESC, What is real time processing ?,1
DESC, What is recruitment interview technique ?,1
DESC, What is saltpeter ?,1
DESC, What is so powerful about Power Bars ?,1
DESC, What is software piracy ?,1
DESC, What is sound ?,1
DESC, What is spaceball played on ?,1
DESC, What is splatterpunk ?,1
DESC, What is swap math ?,1
DESC, What is thalassemia ?,1
DESC," What is the 401 , K , plan ?",1
DESC, What is the AIM-54C Phoenix ?,1
DESC, What is the Amish religion ?,1
DESC, What is the Bernoulli Principle ?,1
DESC, What is the C programming language ?,1
DESC, What is the English meaning of caliente ?,1
DESC, What is the Golden Rule ?,1
DESC, What is the HIGHEST Roman numeral ?,1
DESC, What is the Home Rule Act ?,1
DESC, What is the Hub of London ?,1
DESC, What is the Immaculate Conception ?,1
DESC, What is the Internet2 ?,1
DESC, What is the Kashmir issue ?,1
DESC, What is the Lost Colony ?,1
DESC, What is the Milky Way ?,1
DESC, What is the Motto for the State of Maryland ?,1
DESC, What is the Order of the Arrow in Boy Scouts ?,1
DESC, What is the Peloponnesian League ?,1
DESC, What is the S&P 500 used for ?,1
DESC, What is the Socratic method ?,1
DESC, What is the VDRL test of blood ?,1
DESC, What is the `` 7-minute cigarette '' ?,1
DESC, What is the `` Global Economy '' ?,1
DESC, What is the `` coppertop '' battery ?,1
DESC, What is the `` fourth dimension '' ?,1
DESC, What is the biblical meaning of ` stones ' ?,1
DESC, What is the cause of endangered species ?,1
DESC, What is the chemiosmotic theory ?,1
DESC, What is the circumorbital hematoma ?,1
DESC," What is the claim to fame of Agra , India ?",1
DESC, What is the classic definition of tragic hero ?,1
DESC, What is the contents of proposition 98 ?,1
DESC, What is the cultural origin of the ceremony of potlatch ?,1
DESC, What is the daily requirement of folic acid for an expectant mother ?,1
DESC, What is the definition of ` graphic details ' ?,1
DESC, What is the definition of `` chancery '' file in real estate ?,1
DESC, What is the definition of a cascade ?,1
DESC, What is the definition of a witch ?,1
DESC, What is the definition of cecum ?,1
DESC, What is the definition of cosmology ?,1
DESC, What is the definition of hazmat ?,1
DESC, What is the definition of low island ?,1
DESC, What is the definition of spamming ?,1
DESC, What is the definition of the Scrabble word ` syzygy ' ?,1
DESC, What is the definition of the term `` weapons system '' ?,1
DESC, What is the design of the ship Titanic ?,1
DESC, What is the difference between Neoclassical art and Romanticism art ?,1
DESC, What is the difference between New York-style and Chicago-style pizza ?,1
DESC, What is the difference between a bachelor and a 1 bedroom apartment ?,1
DESC, What is the difference between a board of directors and an advisory board ?,1
DESC, What is the difference between a bottle and a jar ?,1
DESC, What is the difference between a classical and an acoustic guitar ?,1
DESC, What is the difference between a college and a university ?,1
DESC, What is the difference between a fruit and a vegetable ?,1
DESC, What is the difference between a generator and an alternator ?,1
DESC, What is the difference between a median and a mean ?,1
